Row ID,Ship Mode,Customer ID,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
6621,Second Class,CP-12085,Corporate,Springfield,Missouri,65807,Central,Office Supplies,Supplies,4164.05,5,0,83.281
6622,Second Class,CP-12085,Corporate,Springfield,Missouri,65807,Central,Furniture,Bookcases,212.94,3,0,53.235
1183,First Class,RB-19570,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,21.744,1,0.2,7.3386
1184,First Class,RB-19570,Consumer,Jacksonville,North Carolina,28540,South,Technology,Phones,7.92,5,0.2,0.693
4165,First Class,TP-21565,Corporate,Aurora,Colorado,80013,West,Technology,Accessories,169.064,7,0.2,-14.7931
4166,First Class,TP-21565,Corporate,Aurora,Colorado,80013,West,Office Supplies,Storage,168.624,9,0.2,14.7546
4910,Standard Class,BH-11710,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,18.336,3,0.2,6.6468
4911,Standard Class,BH-11710,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Paper,36.288,7,0.2,12.7008
4912,Standard Class,BH-11710,Consumer,Johnson City,Tennessee,37604,South,Technology,Phones,111.984,2,0.2,6.999
4913,Standard Class,BH-11710,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Binders,5.97,5,0.7,-4.577
4914,Standard Class,BH-11710,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Binders,2.508,2,0.7,-1.8392
6980,Standard Class,SO-20335,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,154.9,5,0,69.705
9859,Standard Class,HR-14770,Home Office,Richmond,Indiana,47374,Central,Office Supplies,Storage,67.4,5,0,17.524
9860,Standard Class,HR-14770,Home Office,Richmond,Indiana,47374,Central,Office Supplies,Fasteners,2.52,2,0,0.1008
9861,Standard Class,HR-14770,Home Office,Richmond,Indiana,47374,Central,Technology,Phones,67.8,4,0,1.356
9862,Standard Class,HR-14770,Home Office,Richmond,Indiana,47374,Central,Office Supplies,Storage,18.76,2,0,5.2528
9863,Standard Class,HR-14770,Home Office,Richmond,Indiana,47374,Central,Technology,Accessories,12.12,4,0,2.5452
9864,Standard Class,HR-14770,Home Office,Richmond,Indiana,47374,Central,Office Supplies,Paper,11.34,1,0,5.5566
9865,Standard Class,HR-14770,Home Office,Richmond,Indiana,47374,Central,Technology,Accessories,159.8,4,0,70.312
9866,Standard Class,HR-14770,Home Office,Richmond,Indiana,47374,Central,Furniture,Furnishings,18.96,2,0,8.532
2767,First Class,RW-19690,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.384,1,0.2,3.8682
2768,First Class,RW-19690,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,1924.16,8,0.2,312.676
3954,Standard Class,SC-20095,Consumer,Quincy,Massachusetts,2169,East,Office Supplies,Paper,12.7,2,0,5.842
5068,Standard Class,TT-21460,Home Office,Los Angeles,California,90008,West,Office Supplies,Art,21.4,5,0,6.206
6384,First Class,TB-21250,Consumer,Austin,Texas,78745,Central,Office Supplies,Binders,32.784,4,0.8,-52.4544
6385,First Class,TB-21250,Consumer,Austin,Texas,78745,Central,Technology,Accessories,47.984,2,0.2,14.3952
6386,First Class,TB-21250,Consumer,Austin,Texas,78745,Central,Technology,Accessories,62.592,8,0.2,13.3008
6387,First Class,TB-21250,Consumer,Austin,Texas,78745,Central,Office Supplies,Binders,4.276,1,0.8,-6.6278
5272,Same Day,JO-15145,Corporate,Los Angeles,California,90008,West,Furniture,Furnishings,27.92,4,0,8.0968
5273,Same Day,JO-15145,Corporate,Los Angeles,California,90008,West,Furniture,Tables,399.672,7,0.2,-14.9877
6521,Second Class,AR-10540,Consumer,Jackson,Michigan,49201,Central,Office Supplies,Binders,5443.96,4,0,2504.2216
6522,Second Class,AR-10540,Consumer,Jackson,Michigan,49201,Central,Furniture,Chairs,302.67,3,0,72.6408
6523,Second Class,AR-10540,Consumer,Jackson,Michigan,49201,Central,Office Supplies,Paper,56.07,7,0,25.2315
1885,Second Class,DL-12865,Consumer,Keller,Texas,76248,Central,Office Supplies,Labels,6,2,0.2,2.1
9116,Second Class,NS-18505,Consumer,Philadelphia,Pennsylvania,19140,East,Technology,Phones,429.6,2,0.4,-93.08
9117,Second Class,NS-18505,Consumer,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.968,2,0.2,6.3936
9118,Second Class,NS-18505,Consumer,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,887.271,3,0.3,-63.3765
9119,Second Class,NS-18505,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,21.696,4,0.2,7.0512
9387,Standard Class,RM-19375,Consumer,Burlington,Vermont,5408,East,Office Supplies,Paper,79.92,4,0,37.5624
9388,Standard Class,RM-19375,Consumer,Burlington,Vermont,5408,East,Office Supplies,Paper,12.28,1,0,5.7716
9389,Standard Class,RM-19375,Consumer,Burlington,Vermont,5408,East,Office Supplies,Appliances,542.94,3,0,152.0232
9390,Standard Class,RM-19375,Consumer,Burlington,Vermont,5408,East,Office Supplies,Envelopes,2.04,1,0,0.9588
440,Second Class,CV-12805,Corporate,New York City,New York,10024,East,Furniture,Chairs,207.846,3,0.1,2.3094
1659,Standard Class,TH-21100,Consumer,Los Angeles,California,90045,West,Technology,Phones,160.776,3,0.2,10.0485
2408,Standard Class,TM-21010,Consumer,San Francisco,California,94122,West,Office Supplies,Art,24.2,5,0,7.986
2409,Standard Class,TM-21010,Consumer,San Francisco,California,94122,West,Technology,Phones,359.976,3,0.2,130.4913
5425,Standard Class,JF-15490,Consumer,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.52,2,0,1.0208
7408,First Class,ML-17410,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Labels,11.52,5,0.2,4.176
733,Standard Class,DS-13030,Home Office,Seattle,Washington,98115,West,Office Supplies,Storage,242.94,3,0,9.7176
734,Standard Class,DS-13030,Home Office,Seattle,Washington,98115,West,Technology,Accessories,179.97,3,0,86.3856
735,Standard Class,DS-13030,Home Office,Seattle,Washington,98115,West,Office Supplies,Binders,99.696,6,0.2,33.6474
736,Standard Class,DS-13030,Home Office,Seattle,Washington,98115,West,Office Supplies,Binders,27.936,4,0.2,9.4284
737,Standard Class,DS-13030,Home Office,Seattle,Washington,98115,West,Furniture,Bookcases,84.98,1,0,18.6956
738,Standard Class,DS-13030,Home Office,Seattle,Washington,98115,West,Office Supplies,Binders,18.72,5,0.2,6.552
1096,Standard Class,PS-19045,Home Office,Charlotte,North Carolina,28205,South,Office Supplies,Storage,348.208,7,0.2,30.4682
1097,Standard Class,PS-19045,Home Office,Charlotte,North Carolina,28205,South,Office Supplies,Binders,35.784,7,0.7,-28.6272
2680,Standard Class,MH-18115,Home Office,Jackson,Michigan,49201,Central,Office Supplies,Binders,14.4,5,0,7.056
2681,Standard Class,MH-18115,Home Office,Jackson,Michigan,49201,Central,Technology,Accessories,619.95,5,0,111.591
2682,Standard Class,MH-18115,Home Office,Jackson,Michigan,49201,Central,Office Supplies,Binders,89.52,4,0,42.0744
2683,Standard Class,MH-18115,Home Office,Jackson,Michigan,49201,Central,Technology,Machines,350.973,3,0.1,152.0883
2684,Standard Class,MH-18115,Home Office,Jackson,Michigan,49201,Central,Technology,Phones,164.99,1,0,49.497
9745,Standard Class,BE-11410,Consumer,Aurora,Illinois,60505,Central,Office Supplies,Envelopes,268.576,4,0.2,90.6444
516,Standard Class,AD-10180,Home Office,Great Falls,Montana,59405,West,Technology,Copiers,2999.95,5,0,1379.977
517,Standard Class,AD-10180,Home Office,Great Falls,Montana,59405,West,Office Supplies,Storage,51.45,3,0,13.8915
518,Standard Class,AD-10180,Home Office,Great Falls,Montana,59405,West,Office Supplies,Paper,11.96,2,0,5.382
519,Standard Class,AD-10180,Home Office,Great Falls,Montana,59405,West,Office Supplies,Storage,1126.02,3,0,56.301
7984,Second Class,EH-13765,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,15.12,5,0.2,4.914
7985,Second Class,EH-13765,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Art,7.872,3,0.2,0.8856
523,First Class,MC-17605,Corporate,Detroit,Michigan,48234,Central,Furniture,Tables,210.98,2,0,21.098
6357,Standard Class,CS-12250,Corporate,Seattle,Washington,98103,West,Office Supplies,Binders,19.68,5,0.2,6.888
6358,Standard Class,CS-12250,Corporate,Seattle,Washington,98103,West,Office Supplies,Paper,25.92,4,0,12.4416
6359,Standard Class,CS-12250,Corporate,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0,3.1104
6360,Standard Class,CS-12250,Corporate,Seattle,Washington,98103,West,Technology,Phones,86.352,6,0.2,8.6352
9654,Standard Class,HP-14815,Home Office,Tucson,Arizona,85705,West,Technology,Accessories,95.984,2,0.2,11.998
9655,Standard Class,HP-14815,Home Office,Tucson,Arizona,85705,West,Office Supplies,Binders,4.938,2,0.7,-3.6212
2376,Standard Class,TP-21130,Consumer,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,5.67,3,0,0.1134
9596,Standard Class,KD-16495,Corporate,San Jose,California,95123,West,Office Supplies,Appliances,25.86,3,0,6.7236
9597,Standard Class,KD-16495,Corporate,San Jose,California,95123,West,Office Supplies,Binders,276.784,2,0.2,89.9548
9598,Standard Class,KD-16495,Corporate,San Jose,California,95123,West,Technology,Phones,110.352,3,0.2,8.2764
2834,Second Class,CA-11965,Corporate,Hoover,Alabama,35244,South,Office Supplies,Art,15.47,7,0,4.1769
2835,Second Class,CA-11965,Corporate,Hoover,Alabama,35244,South,Office Supplies,Binders,7.16,2,0,3.4368
5492,First Class,CG-12520,Consumer,Houston,Texas,77070,Central,Office Supplies,Storage,18.16,2,0.2,1.816
7820,Standard Class,CJ-12010,Consumer,San Francisco,California,94109,West,Office Supplies,Fasteners,11.84,8,0,5.6832
8312,Standard Class,BD-11500,Consumer,Columbus,Georgia,31907,South,Furniture,Furnishings,62.72,4,0,24.4608
8313,Standard Class,BD-11500,Consumer,Columbus,Georgia,31907,South,Technology,Phones,2939.93,7,0,764.3818
2169,Second Class,JH-15820,Consumer,Kent,Ohio,44240,East,Office Supplies,Art,14.016,3,0.2,1.752
2170,Second Class,JH-15820,Consumer,Kent,Ohio,44240,East,Technology,Accessories,71.976,3,0.2,-8.997
2171,Second Class,JH-15820,Consumer,Kent,Ohio,44240,East,Technology,Phones,107.982,3,0.4,-26.9955
7222,Standard Class,TG-21310,Consumer,New York City,New York,10035,East,Technology,Phones,137.94,3,0,35.8644
1415,Second Class,BT-11305,Home Office,Costa Mesa,California,92627,West,Technology,Accessories,239.97,3,0,26.3967
1416,Second Class,BT-11305,Home Office,Costa Mesa,California,92627,West,Furniture,Furnishings,37.74,3,0,12.8316
4784,Standard Class,GB-14575,Consumer,Wichita,Kansas,67212,Central,Office Supplies,Paper,279.9,5,0,137.151
6778,Standard Class,CL-12700,Home Office,New York City,New York,10009,East,Technology,Accessories,449.91,9,0,157.4685
3886,Standard Class,CK-12595,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Binders,12.128,4,0.8,-20.6176
5030,Standard Class,VG-21790,Consumer,San Francisco,California,94109,West,Office Supplies,Art,8.34,3,0,2.1684
5031,Standard Class,VG-21790,Consumer,San Francisco,California,94109,West,Office Supplies,Supplies,8.57,1,0,2.2282
5032,Standard Class,VG-21790,Consumer,San Francisco,California,94109,West,Office Supplies,Binders,119.616,8,0.2,40.3704
7028,Standard Class,RD-19585,Consumer,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0,2.4012
8590,First Class,BD-11770,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,4.768,2,0.2,0.4768
9915,Second Class,TM-21010,Consumer,Marion,Iowa,52302,Central,Office Supplies,Paper,12.96,2,0,6.2208
9916,Second Class,TM-21010,Consumer,Marion,Iowa,52302,Central,Office Supplies,Paper,94.85,5,0,45.528
9917,Second Class,TM-21010,Consumer,Marion,Iowa,52302,Central,Office Supplies,Storage,13.48,1,0,3.5048
9918,Second Class,TM-21010,Consumer,Marion,Iowa,52302,Central,Furniture,Furnishings,14.91,3,0,4.6221
771,Standard Class,BV-11245,Corporate,Des Moines,Iowa,50315,Central,Office Supplies,Binders,18.28,2,0,9.14
772,Standard Class,BV-11245,Corporate,Des Moines,Iowa,50315,Central,Technology,Phones,207,3,0,51.75
773,Standard Class,BV-11245,Corporate,Des Moines,Iowa,50315,Central,Office Supplies,Binders,32.35,5,0,16.175
774,Standard Class,BV-11245,Corporate,Des Moines,Iowa,50315,Central,Office Supplies,Binders,7.71,1,0,3.4695
775,Standard Class,BV-11245,Corporate,Des Moines,Iowa,50315,Central,Office Supplies,Art,40.3,2,0,10.881
776,Standard Class,BV-11245,Corporate,Des Moines,Iowa,50315,Central,Furniture,Furnishings,34.58,7,0,14.5236
2922,Same Day,MM-17920,Consumer,San Francisco,California,94109,West,Office Supplies,Storage,129.3,2,0,6.465
4144,Standard Class,EH-14125,Home Office,San Francisco,California,94110,West,Office Supplies,Art,12.74,7,0,5.733
4145,Standard Class,EH-14125,Home Office,San Francisco,California,94110,West,Office Supplies,Art,8.82,3,0,2.3814
4146,Standard Class,EH-14125,Home Office,San Francisco,California,94110,West,Furniture,Chairs,120.784,1,0.2,-13.5882
5485,Standard Class,EB-13870,Consumer,Miami,Florida,33142,South,Furniture,Chairs,419.136,4,0.2,-68.1096
8268,Standard Class,LP-17095,Consumer,Aurora,Illinois,60505,Central,Furniture,Tables,69.375,1,0.5,-47.175
8269,Standard Class,LP-17095,Consumer,Aurora,Illinois,60505,Central,Office Supplies,Supplies,31.68,4,0.2,2.772
8270,Standard Class,LP-17095,Consumer,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396
8271,Standard Class,LP-17095,Consumer,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,3.1536
8366,First Class,SZ-20035,Home Office,Seattle,Washington,98105,West,Technology,Phones,604.768,4,0.2,60.4768
131,First Class,DW-13585,Corporate,Columbus,Ohio,43229,East,Technology,Phones,59.97,5,0.4,-11.994
132,First Class,DW-13585,Corporate,Columbus,Ohio,43229,East,Office Supplies,Paper,78.304,2,0.2,29.364
133,First Class,DW-13585,Corporate,Columbus,Ohio,43229,East,Office Supplies,Fasteners,21.456,9,0.2,6.9732
5145,Standard Class,JL-15835,Consumer,Los Angeles,California,90045,West,Furniture,Furnishings,86.26,2,0,29.3284
5146,Standard Class,JL-15835,Consumer,Los Angeles,California,90045,West,Office Supplies,Storage,139.04,4,0,38.9312
5147,Standard Class,JL-15835,Consumer,Los Angeles,California,90045,West,Office Supplies,Appliances,46.8,4,0,16.38
8747,Standard Class,BO-11350,Corporate,San Diego,California,92105,West,Furniture,Furnishings,210.58,2,0,12.6348
8748,Standard Class,BO-11350,Corporate,San Diego,California,92105,West,Office Supplies,Binders,30.96,2,0.2,10.062
8749,Standard Class,BO-11350,Corporate,San Diego,California,92105,West,Technology,Machines,239.984,2,0.2,38.9974
1321,Standard Class,MC-17575,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Binders,5.229,3,0.7,-4.1832
1322,Standard Class,MC-17575,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Storage,285.552,2,0.2,35.694
4755,Standard Class,SC-20380,Consumer,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,3.882,2,0.7,-2.588
4756,Standard Class,SC-20380,Consumer,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,115.296,3,0.2,40.3536
7445,Second Class,RD-19810,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
7446,Second Class,RD-19810,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Paper,65.584,2,0.2,23.7742
7447,Second Class,RD-19810,Home Office,Chicago,Illinois,60610,Central,Furniture,Furnishings,22.2,1,0.6,-26.085
7448,Second Class,RD-19810,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Paper,419.4,5,0.2,146.79
7065,Standard Class,JF-15355,Consumer,Rochester,New York,14609,East,Office Supplies,Appliances,32.67,3,0,8.4942
6567,Second Class,CB-12025,Consumer,Waco,Texas,76706,Central,Office Supplies,Binders,243.992,4,0.8,-426.986
6568,Second Class,CB-12025,Consumer,Waco,Texas,76706,Central,Office Supplies,Art,7.12,5,0.2,0.712
6839,Standard Class,FC-14335,Corporate,Torrance,California,90503,West,Office Supplies,Appliances,1640.7,5,0,459.396
6840,Standard Class,FC-14335,Corporate,Torrance,California,90503,West,Technology,Phones,371.2,5,0.2,41.76
2263,First Class,MV-17485,Consumer,Arlington,Virginia,22204,South,Furniture,Bookcases,359.97,3,0,79.1934
5973,Standard Class,BD-11770,Consumer,New York City,New York,10024,East,Furniture,Bookcases,240.784,1,0.2,30.098
7026,Standard Class,SP-20545,Corporate,New York City,New York,10024,East,Technology,Phones,227.46,6,0,65.9634
7027,Standard Class,SP-20545,Corporate,New York City,New York,10024,East,Office Supplies,Binders,46.24,4,0.2,15.606
7355,Standard Class,SN-20560,Home Office,San Francisco,California,94109,West,Office Supplies,Paper,29.9,5,0,13.455
3085,Standard Class,TP-21415,Consumer,Houston,Texas,77070,Central,Office Supplies,Binders,252.784,4,0.8,-417.0936
3086,Standard Class,TP-21415,Consumer,Houston,Texas,77070,Central,Technology,Accessories,127.984,2,0.2,15.998
3087,Standard Class,TP-21415,Consumer,Houston,Texas,77070,Central,Furniture,Furnishings,3.984,2,0.6,-2.6892
3088,Standard Class,TP-21415,Consumer,Houston,Texas,77070,Central,Office Supplies,Appliances,12.992,2,0.8,-32.48
5961,Second Class,ML-17395,Corporate,Los Angeles,California,90045,West,Furniture,Furnishings,21.12,4,0,6.5472
7246,Standard Class,SB-20170,Consumer,Los Angeles,California,90032,West,Office Supplies,Storage,354.9,5,0,17.745
1535,Standard Class,MP-18175,Home Office,Laguna Niguel,California,92677,West,Furniture,Bookcases,203.983,2,0.15,16.7986
2368,First Class,MN-17935,Consumer,Clinton,Maryland,20735,East,Office Supplies,Paper,23.12,4,0,11.3288
1520,Second Class,VW-21775,Corporate,San Francisco,California,94110,West,Office Supplies,Binders,21.336,7,0.2,7.7343
3146,Second Class,CS-11845,Corporate,Seattle,Washington,98105,West,Furniture,Chairs,963.136,4,0.2,108.3528
3147,Second Class,CS-11845,Corporate,Seattle,Washington,98105,West,Technology,Phones,88.776,3,0.2,7.7679
8483,Standard Class,DJ-13510,Corporate,New York City,New York,10024,East,Office Supplies,Labels,20.7,2,0,9.936
9239,First Class,MM-17260,Consumer,Columbus,Ohio,43229,East,Furniture,Furnishings,147.568,2,0.2,-3.6892
2730,Standard Class,FH-14350,Consumer,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0,1.7901
2731,Standard Class,FH-14350,Consumer,Seattle,Washington,98105,West,Technology,Accessories,799.96,4,0,343.9828
2732,Standard Class,FH-14350,Consumer,Seattle,Washington,98105,West,Furniture,Furnishings,107.53,1,0,21.506
5598,Standard Class,SV-20785,Consumer,Baltimore,Maryland,21215,East,Office Supplies,Supplies,25.02,3,0,6.5052
5599,Standard Class,SV-20785,Consumer,Baltimore,Maryland,21215,East,Office Supplies,Art,10.71,3,0,2.7846
7119,Standard Class,JP-15460,Corporate,New York City,New York,10009,East,Office Supplies,Paper,17.94,3,0,8.7906
9633,Standard Class,MH-17455,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Appliances,90.64,8,0,38.9752
3780,Standard Class,LF-17185,Consumer,New York City,New York,10035,East,Office Supplies,Paper,37.94,2,0,18.2112
6313,Standard Class,NG-18355,Corporate,Fairfield,Connecticut,6824,East,Office Supplies,Storage,579.51,3,0,81.1314
6314,Standard Class,NG-18355,Corporate,Fairfield,Connecticut,6824,East,Technology,Phones,14.99,1,0,7.3451
8673,Standard Class,JS-16030,Consumer,Decatur,Illinois,62521,Central,Office Supplies,Fasteners,18.368,2,0.2,6.1992
8674,Standard Class,JS-16030,Consumer,Decatur,Illinois,62521,Central,Furniture,Chairs,600.558,3,0.3,-8.5794
8675,Standard Class,JS-16030,Consumer,Decatur,Illinois,62521,Central,Office Supplies,Storage,50.352,3,0.2,-8.1822
8676,Standard Class,JS-16030,Consumer,Decatur,Illinois,62521,Central,Office Supplies,Art,28.032,6,0.2,3.504
8677,Standard Class,JS-16030,Consumer,Decatur,Illinois,62521,Central,Furniture,Furnishings,7.692,1,0.6,-3.6537
3860,Standard Class,JK-16120,Home Office,Chicago,Illinois,60653,Central,Furniture,Tables,480.96,3,0.5,-269.3376
3861,Standard Class,JK-16120,Home Office,Chicago,Illinois,60653,Central,Technology,Phones,124.792,1,0.2,10.9193
4362,Second Class,LL-16840,Consumer,Lafayette,Louisiana,70506,South,Technology,Phones,29.16,3,0,8.4564
4653,Standard Class,GH-14410,Home Office,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,11.76,2,0,5.7624
4654,Standard Class,GH-14410,Home Office,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,166.45,5,0,39.948
8106,First Class,CR-12820,Home Office,Houston,Texas,77041,Central,Furniture,Bookcases,89.0664,1,0.32,-17.0274
8107,First Class,CR-12820,Home Office,Houston,Texas,77041,Central,Office Supplies,Art,175.44,6,0.2,52.632
8108,First Class,CR-12820,Home Office,Houston,Texas,77041,Central,Technology,Phones,438.336,4,0.2,-87.6672
9344,First Class,CK-12325,Home Office,Troy,Ohio,45373,East,Furniture,Tables,455.97,5,0.4,-106.393
9345,First Class,CK-12325,Home Office,Troy,Ohio,45373,East,Office Supplies,Binders,5.715,5,0.7,-4.7625
9346,First Class,CK-12325,Home Office,Troy,Ohio,45373,East,Technology,Phones,57.594,1,0.4,-11.5188
9347,First Class,CK-12325,Home Office,Troy,Ohio,45373,East,Furniture,Furnishings,30.144,2,0.2,8.2896
9348,First Class,CK-12325,Home Office,Troy,Ohio,45373,East,Furniture,Chairs,899.43,5,0.3,-12.849
5388,Second Class,CV-12805,Corporate,Los Angeles,California,90045,West,Technology,Phones,167.976,3,0.2,10.4985
5389,Second Class,CV-12805,Corporate,Los Angeles,California,90045,West,Technology,Accessories,109.53,3,0,47.0979
5390,Second Class,CV-12805,Corporate,Los Angeles,California,90045,West,Office Supplies,Labels,9.82,2,0,4.8118
1837,Second Class,NH-18610,Corporate,Roswell,Georgia,30076,South,Office Supplies,Appliances,1245.86,7,0,361.2994
2910,Standard Class,ME-17725,Consumer,Seattle,Washington,98103,West,Office Supplies,Fasteners,11.22,3,0,0.2244
3963,First Class,ED-13885,Home Office,Los Angeles,California,90045,West,Office Supplies,Art,12.84,3,0,3.4668
3964,First Class,ED-13885,Home Office,Los Angeles,California,90045,West,Furniture,Furnishings,44.67,3,0,12.0609
801,First Class,HW-14935,Corporate,San Diego,California,92105,West,Furniture,Furnishings,22.23,1,0,7.3359
802,First Class,HW-14935,Corporate,San Diego,California,92105,West,Technology,Phones,215.968,2,0.2,18.8972
3286,Standard Class,JP-16135,Home Office,Muskogee,Oklahoma,74403,Central,Office Supplies,Art,6.56,2,0,1.9024
3287,Standard Class,JP-16135,Home Office,Muskogee,Oklahoma,74403,Central,Office Supplies,Appliances,13.11,3,0,3.4086
4523,Second Class,BP-11095,Corporate,Louisville,Colorado,80027,West,Office Supplies,Fasteners,9.432,3,0.2,3.0654
